age,earnings,industry,home_geoid,work_geoid
low,high,other,250173503001,250173524002
low,low,other,250173503001,250173524002
mid,high,other,250173503001,250173524002
mid,high,other,250173503001,250173524002
mid,low,other,250173503001,250173524002
high,high,other,250173503001,250173524002
low,high,other,250173503001,250173524002
mid,high,other,250173503001,250173524002
mid,high,other,250173503001,250173524002
low,high,other,250173503001,250173524002
low,high,other,250173503001,250173524002
high,high,other,250173503001,250173524002
low,high,other,250173503001,250173524002
mid,high,other,250173503001,250173524002
low,high,other,250173503001,250173531022
mid,high,other,250173503001,250173531022
mid,high,other,250173503001,250173531022
mid,high,other,250173503001,250173531022
mid,low,other,250173503001,250173531022
low,high,other,250173503001,250173531022
low,high,other,250173503001,250173531022
mid,high,other,250173503001,250173531022
low,high,other,250173503002,250173521021
mid,high,other,250173503002,250173521021
mid,low,other,250173503002,250173521021
low,high,other,250173503002,250173521021
low,high,other,250173503002,250173521021
low,high,other,250173503002,250173523001
low,high,other,250173503002,250173523002
mid,high,other,250173503002,250173523002
mid,high,goods_prod,250173503002,250173523002
low,high,other,250173503002,250173523002
low,high,other,250173503002,250173524001
mid,high,other,250173503002,250173524001
low,high,other,250173503002,250173524001
low,low,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
mid,low,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
low,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
low,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
low,high,other,250173503002,250173524002
mid,low,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
low,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
mid,high,other,250173503002,250173524002
low,high,other,250173503002,250173524002
low,low,other,250173503002,250173531022
mid,low,other,250173503002,250173531022
low,high,other,250173503002,250173531022
mid,high,other,250173503002,250173531022
mid,high,other,250173503002,250173531022
mid,low,other,250173503002,250173531022
low,low,other,250173503002,250173531022
low,high,trade_trans_util,250173503003,250173521021
low,high,other,250173503003,250173521021
mid,high,trade_trans_util,250173503003,250173521021
mid,low,other,250173503003,250173521021
mid,high,other,250173503003,250173521021
mid,high,other,250173503003,250173521021
mid,high,trade_trans_util,250173503003,250173521021
mid,high,trade_trans_util,250173503003,250173521021
low,high,other,250173503003,250173521021
mid,low,other,250173503003,250173521021
mid,high,other,250173503003,250173523001
mid,high,other,250173503003,250173523001
low,high,other,250173503003,250173523002
mid,high,other,250173503003,250173523002
high,high,other,250173503003,250173523002
low,high,goods_prod,250173503003,250173523002
mid,high,other,250173503003,250173523002
low,high,other,250173503003,250173523002
mid,high,other,250173503003,250173524002
mid,high,other,250173503003,250173524002
mid,high,other,250173503003,250173524002
mid,high,other,250173503003,250173524002
mid,high,other,250173503003,250173524002
low,high,other,250173503003,250173524002
low,high,other,250173503003,250173524002
mid,high,other,250173503003,250173524002
low,high,other,250173503003,250173524002
mid,high,other,250173503003,250173524002
high,high,other,250173503003,250173524002
mid,high,other,250173503003,250173524002
low,high,other,250173503003,250173524002
low,high,other,250173503003,250173524002
low,mid,other,250173503003,250173524002
low,high,other,250173503003,250173524002
low,mid,other,250173503003,250173524002
mid,high,other,250173503003,250173524002
low,high,other,250173503003,250173524002
mid,high,goods_prod,250173503003,250173524002
mid,high,other,250173503003,250173524002
mid,high,other,250173503003,250173524002
high,high,other,250173503003,250173524002
mid,high,other,250173503003,250173524002
mid,high,other,250173503003,250173524002
mid,high,goods_prod,250173503003,250173524002
high,mid,other,250173503003,250173531022
mid,high,other,250173503003,250173531022
high,mid,other,250173503003,250173531022
mid,high,other,250173503003,250173531022
mid,high,other,250173503003,250173531022
mid,high,other,250173503003,250173531022
mid,high,other,250173503003,250173531022
mid,high,other,250173503003,250173531022
low,mid,other,250173503003,250173531022
low,mid,other,250173503003,250173531022
mid,high,other,250173503003,250173531022
low,mid,other,250173503003,250173531022
low,high,other,250173504002,250173521021
high,high,trade_trans_util,250173504002,250173521021
low,high,other,250173504002,250173521021
high,high,trade_trans_util,250173504002,250173521021
low,high,other,250173504002,250173521021
mid,high,other,250173504002,250173521021
low,high,trade_trans_util,250173504002,250173521021
mid,high,other,250173504002,250173523001
mid,high,other,250173504002,250173523001
low,high,other,250173504002,250173523001
low,high,other,250173504002,250173523001
mid,mid,other,250173504002,250173523002
mid,high,other,250173504002,250173523002
mid,high,other,250173504002,250173523002
mid,high,other,250173504002,250173523002
mid,high,other,250173504002,250173524001
mid,high,other,250173504002,250173524001
low,high,other,250173504002,250173524002
low,high,goods_prod,250173504002,250173524002
mid,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
low,high,other,250173504002,250173524002
low,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
low,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
low,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
low,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
low,high,other,250173504002,250173524002
low,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
low,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
low,high,other,250173504002,250173524002
low,high,other,250173504002,250173524002
mid,high,other,250173504002,250173524002
low,high,other,250173504002,250173531022
low,high,other,250173504002,250173531022
low,high,other,250173504002,250173531022
high,high,other,250173504002,250173531022
low,low,other,250173504002,250173531022
low,high,other,250173504002,250173531022
low,mid,other,250173504002,250173531022
low,high,other,250173504002,250173531022
low,mid,other,250173504002,250173531022
low,high,other,250173504002,250173531022
low,high,other,250173504002,250173531022
mid,high,other,250173504002,250173531022
mid,high,other,250173504002,250173531022
mid,high,other,250173504002,250173531022
mid,mid,other,250173504002,250173531022
low,high,other,250173504003,250173521021
mid,high,trade_trans_util,250173504003,250173521021
low,high,trade_trans_util,250173504003,250173521021
mid,high,trade_trans_util,250173504003,250173521021
low,high,other,250173504003,250173521021
mid,high,other,250173504003,250173521021
mid,high,other,250173504003,250173521021
mid,high,goods_prod,250173504003,250173523001
low,high,other,250173504003,250173523002
low,high,other,250173504003,250173523002
low,high,other,250173504003,250173523002
low,high,other,250173504003,250173523002
low,high,other,250173504003,250173523002
low,high,trade_trans_util,250173504003,250173524001
low,high,other,250173504003,250173524001
low,high,other,250173504003,250173524001
low,high,other,250173504003,250173524002
low,high,other,250173504003,250173524002
mid,high,other,250173504003,250173524002
mid,high,other,250173504003,250173524002
low,high,trade_trans_util,250173504003,250173524002
mid,high,trade_trans_util,250173504003,250173524002
mid,high,other,250173504003,250173524002
mid,high,trade_trans_util,250173504003,250173524002
mid,high,other,250173504003,250173524002
low,high,other,250173504003,250173524002
mid,high,trade_trans_util,250173504003,250173524002
low,high,other,250173504003,250173524002
mid,high,other,250173504003,250173524002
low,high,trade_trans_util,250173504003,250173524002
mid,high,other,250173504003,250173524002
low,high,other,250173504003,250173524002
mid,high,other,250173504003,250173524002
mid,high,other,250173504003,250173524002
mid,high,other,250173504003,250173524002
mid,high,other,250173504003,250173524002
low,high,other,250173504003,250173524002
mid,high,trade_trans_util,250173504003,250173524002
low,high,other,250173504003,250173524002
mid,high,other,250173504003,250173524002
mid,high,other,250173504003,250173524002
low,high,other,250173504003,250173524002
low,high,other,250173504003,250173531022
low,high,other,250173504003,250173531022
mid,high,other,250173504003,250173531022
low,high,other,250173504003,250173531022
low,low,other,250173504003,250173531022
low,high,other,250173504003,250173531022
low,low,other,250173504003,250173531022
high,high,other,250173504003,250173531022
low,high,other,250173504003,250173531022
low,high,other,250173504003,250173531022
high,high,other,250173504003,250173531022
low,low,other,250173504003,250173531022
low,low,other,250173504003,250173531022
mid,high,other,250173504003,250173531022
high,high,other,250173504003,250173531022
mid,high,other,250173504004,250173521021
mid,high,other,250173504004,250173521021
low,high,other,250173504004,250173521021
low,high,other,250173504004,250173521021
low,high,other,250173504004,250173521021
low,high,other,250173504004,250173521021
mid,high,other,250173504004,250173521021
mid,high,other,250173504004,250173521021
low,high,other,250173504004,250173523001
low,high,other,250173504004,250173523001
low,high,goods_prod,250173504004,250173523002
low,high,goods_prod,250173504004,250173523002
low,high,other,250173504004,250173523002
low,high,other,250173504004,250173523002
mid,high,other,250173504004,250173523002
mid,high,other,250173504004,250173523002
mid,high,other,250173504004,250173523002
mid,high,other,250173504004,250173524001
low,high,other,250173504004,250173524001
mid,high,other,250173504004,250173524001
low,high,other,250173504004,250173524001
mid,high,other,250173504004,250173524001
